CustomerID,Annual Income (k$),Spending Score (1-100)
94,113.12253653541352,19.794943278373037
95,57.62279208313614,51.62057927209915
96,43.814877060925184,23.207385868499188
97,96.2466815253108,10.68660396490937
98,22.61398100437416,86.35696022474664
99,127.7622037982572,97.3190294132899
100,20.610411905031118,96.12263114823702
101,108.11614978350991,90.74899442289671
102,55.10103651498143,77.63068593716524
103,115.57522287593733,33.98137005083555
104,145.08451086526696,9.029037608811679
105,52.33790865759455,41.31687596996693
106,94.9004534743188,23.99118007492333
107,96.96545106533907,14.116275841040315
108,94.39274775281353,6.289290996895701
109,49.00061224328038,72.8338420568473
110,143.85737149720805,2.1313184038780717
111,78.12629922029156,77.28749410177485
112,130.0331274212466,15.547717894637131
113,110.93230579127557,8.87268617608882
114,58.666803611167374,9.870700389621932
115,125.79371656132204,67.53273292803753
116,71.545746310108,25.29135377543163
117,134.543415624451,42.633407201329746
118,95.56547344266163,56.179510341067775
119,134.62559704113085,86.19456620905058
120,110.02910671010956,72.9773820084215
121,114.28305637655326,27.76246261863275
122,85.17216965047129,14.016797129821633
123,144.2908725140191,6.482057721698596
124,103.71872589985286,30.858264813613307
125,75.10115631256336,26.949696774728146
126,98.83111783663017,46.15791611324749
127,22.495115780213357,68.64485221922037
128,59.20472616769141,69.86691911824687
129,105.82255987404905,29.068365811634497
130,57.71008893735773,38.61276863411193
131,100.34200576984941,18.9339452119534
132,75.7399311229496,79.06600571834535
133,37.61162834891853,6.62795956689079
134,58.776702374284,70.00272693077375
135,94.09543839116444,78.09084419816924
136,96.81345896226252,77.96334862302656
137,94.66228235044524,26.682833870190137
138,104.91610658142737,38.00750065532358
139,104.77342510021955,59.17236388444251
140,76.08439660641662,28.009368340022235
141,136.5510574606382,37.71442712257098
142,67.78304310622656,20.508373738378324
143,76.66244028453148,46.52573249184473
144,135.95003615203737,5.416617824157294
145,124.80521857599115,80.17979257249118
146,111.50551586024763,8.618688251676641
147,33.02949535059915,52.36467973432108
148,139.53273978680755,31.374199854974414
149,112.85136894138448,58.17675193430617
150,149.85011085382266,95.98390074250909
151,39.42827960553919,64.91145420114438
152,132.85638745786787,4.5008811397936
153,41.12408150792873,43.609841511298065
154,100.02274335689974,51.49166837950677
155,36.096597770427394,54.08157197564175
156,130.24106981189047,68.45785854977996
157,124.9514646342514,28.482013675444843
158,93.98309601989713,13.7571959811657
159,72.93382863937995,39.87489197816234
160,28.991709409167946,95.68416655679893
161,110.66574050879328,19.52595828333363
162,78.96054874814895,90.49441153789546
163,113.86722793114522,54.83678905765531
164,132.6297023707218,46.23423074293081
165,146.81779565037516,88.32209961275908
166,131.25443451103945,46.40179221509
167,21.522830944050256,72.69259602454278
168,66.7971483821873,40.503506848607095
169,114.89877311512754,90.50039489719481
170,42.31185804398727,69.3124769989315
171,87.7347588065368,70.26258337080115
172,27.06393848410297,33.44431975415477
173,45.99954823653201,75.92108563095204
174,22.407833279879817,63.97004448926699
175,123.18070143646469,24.762007064591245
176,49.110209447849414,16.893343426040385
177,64.89571849059735,79.84275597721584
178,140.6505681505268,95.95749370048702
179,111.57387225005927,46.355743898744244
180,24.13906083907002,59.50743236704481
181,41.410240344728656,85.91454177516191
182,100.79219219496926,46.26512188203185
183,95.03971651854178,95.23557320644088
184,50.92606677868612,57.99936504244237
185,141.4478197302232,82.25594494943019
186,99.81557427556648,90.97552812286109
187,89.63226439324458,81.73685805808832
188,96.68829692609422,16.78203188144664
189,114.91586383718005,63.26094546710834
190,60.552849412348245,40.44499160334803
191,71.76873808809194,7.208582250311225
192,47.27968736676588,42.97919293709435
193,44.205090764443696,26.60972262205136
194,142.76841069791135,85.05479253442257
195,116.14160335640739,4.297158028122923
196,83.75964512028372,95.93928946448388
197,49.56390163653202,36.18151599872103
198,53.066342630151084,36.313982149851746
199,27.54379084210383,2.6165217656870814
200,76.4741613225557,19.33800019838221
